Company ,Car Name,Engine,CC,HP (Horsepower),Speed (km/h),Acceleration (time in seconds to reach 100km/h),Price ($),Fuel Type,Seats,Torque (Nm)
LAMBORGHINI,HURACAN PERFORMANTE,V10,5204.0,640.0,325.0,2.9,274000.0,Petrol,2,600.0
LAMBORGHINI,HURACAN EVO,V10,5204.0,640.0,325.0,2.9,261000.0,Petrol,2,600.0
LAMBORGHINI,AVENTADOR SV,V12,6498.0,740.0,350.0,2.8,493000.0,Petrol,2,690.0
LAMBORGHINI,URUS ,V8,3996.0,641.0,305.0,3.6,211000.0,Petrol,5,850.0
LAMBORGHINI,HURACAN SPYDER,V10,5204.0,610.0,325.0,3.4,287000.0,Petrol,2,600.0
LAMBORGHINI,AVENTADOR ROADSTER,V12,6498.0,700.0,350.0,3,445000.0,Petrol,2,690.0
LAMBORGHINI,HURACAN  PERFORMANTE SPYDER,V10,5204.0,640.0,325.0,3.1,308000.0,Petrol,2,600.0
LAMBORGHINI,AVENTADOR S,V12,6498.0,740.0,350.0,2.9,421000.0,Petrol,2,690.0
LAMBORGHINI,HURACAN EVO SPYDER,V10,5204.0,640.0,325.0,3.1,287000.0,Petrol,2,600.0
LAMBORGHINI,URUS PERFORMANTE,V8,3996.0,641.0,305.0,3.3,242000.0,Petrol,5,850.0
LAMBORGHINI,AVENTADOR ULTIMAE,V12,6498.0,769.0,355.0,2.8,545000.0,Petrol,2,720.0
LAMBORGHINI,HURACAN EVO RWD,V10,5204.0,610.0,325.0,3.3,258000.0,Petrol,2,560.0
LAMBORGHINI,AVENTADOR SVJ ROADSTER,V12,6498.0,759.0,350.0,2.9,573000.0,Petrol,2,720.0
LAMBORGHINI,URUS S,V8,3996.0,671.0,305.0,3.3,263000.0,Petrol,5,850.0
LAMBORGHINI,HURACAN STO,V10,5204.0,640.0,325.0,3,327000.0,Petrol,2,565.0
LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE,V12,6498.0,769.0,355.0,2.8,545000.0,Petrol,2,720.0
LAMBORGHINI,HURACAN EVO RWD SPYDER,V10,5204.0,610.0,325.0,3.3,273000.0,Petrol,2,600.0
LAMBORGHINI,AVENTADOR SVJ XAGO,V12,6498.0,759.0,350.0,2.9,603000.0,Petrol,2,720.0
LAMBORGHINI,URUS GRAPHITE CAPSULE,V8,3998.0,641.0,305.0,3.3,253000.0,Petrol,5,850.0
LAMBORGHINI,HURACAN STO EVO,V10,5204.0,640.0,325.0,3,342000.0,Petrol,2,565.0
LAMBORGHINI,AVENTADOR LP 780-4 ULTIMATE ROADSTER,V12,6498.0,769.0,355.0,2.8,573000.0,Petrol,2,720.0
ROLLS ROYCE ,GHOST,V12,6592.0,591.0,250.0,4.8,332000.0,Petrol,5,850.0
ROLLS ROYCE,WRAITH,V12,6592.0,624.0,250.0,4.4,330000.0,Petrol,4,870.0
ROLLS ROYCE,DAWN,V12,6592.0,624.0,250.0,4.9,360000.0,Petrol,4,870.0
ROLLS ROYCE,CULLINAN,V12,6749.0,563.0,250.0,5.2,325000.0,Petrol,5,850.0
ROLLS ROYCE,PHANTOM EXTENDED,V12,6749.0,563.0,250.0,5.3,500000.0,Petrol,5,900.0
ROLLS ROYCE,GHOST EXTENDED,V12,6592.0,591.0,250.0,4.8,370000.0,Petrol,5,850.0
ROLLS ROYCE,WRAITH BLACK BADGE,V12,6592.0,624.0,250.0,4.3,360000.0,Petrol,4,870.0
ROLLS ROYCE,DAWN BLACK BADGE,V12,6592.0,624.0,250.0,4.8,390000.0,Petrol,4,870.0
ROLLS ROYCE,CULLINAN BLACK BADGE,V12,6749.0,563.0,250.0,5.1,350000.0,Petrol,5,850.0
ROLLS ROYCE,PHANTOM COUPE,V12,6749.0,563.0,250.0,5.3,450000.0,Petrol,4,870.0
ROLLS ROYCE,GHOST COUPE,V12,6592.0,591.0,250.0,4.8,340000.0,Petrol,4,850.0
ROLLS ROYCE,WRAITH COUPE,V12,6592.0,624.0,250.0,4.4,330000.0,Petrol,4,870.0
ROLLS ROYCE,DAWN CONVERTIBLE,V12,6592.0,624.0,250.0,4.9,380000.0,Petrol,4,870.0
ROLLS ROYCE,CULLINAN SUV,V12,6749.0,563.0,250.0,5.2,320000.0,Petrol,5,850.0
MERCEDES,BENZ S-CLASS S 580,V8,3982.0,496.0,250.0,4.4,116000.0,Petrol,5,700.0
MERCEDES,BENZ E-CLASS E 63 S,V8,3982.0,603.0,250.0,3.4,104000.0,Petrol,5,850.0
MERCEDES,BENZ CLA 45 AMG,I4,1991.0,382.0,250.0,4.1,53000.0,Petrol,5,500.0
MERCEDES,BENZ GLE 63 S,V8,3982.0,603.0,250.0,4.2,113000.0,Petrol,5,850.0
MERCEDES,BENZ S-CLASS S 500,V6,2996.0,429.0,250.0,4.9,109000.0,Petrol,5,700.0
MERCEDES,BENZ E-CLASS E 450 ,V6,2996.0,362.0,250.0,5.2,62000.0,Petrol,5,500.0
MERCEDES,BENZ CLS 450,V6,2996.0,362.0,250.0,5.2,70000.0,Petrol,5,500.0
MERCEDES,BENZ GT 53,V6,2996.0,429.0,250.0,4.5,99000.0,Petrol,5,700.0
MERCEDES,BENZ GLE 450,V6,2996.0,362.0,250.0,5.5,63000.0,Petrol,5,500.0
MERCEDES,BENZ A-CLASS A 45 S,I4,1991.0,416.0,250.0,3.9,53000.0,Petrol,5,500.0
MERCEDES,BENZ C-CLASS C 43,V6,2996.0,402.0,250.0,4.7,52000.0,Petrol,5,520.0
MERCEDES,BENZ E-CLASS E 350,I4,1991.0,255.0,250.0,5.7,49000.0,Petrol,5,500.0
MERCEDES,BENZ GLE 350 ,I4,1991.0,255.0,250.0,6.1,53000.0,Petrol,5,500.0
MERCEDES,BENZ GLC 43,V6,2996.0,402.0,250.0,4.7,54000.0,Petrol,5,520.0
MERCEDES,BENZ GLA 45,I4,1991.0,382.0,250.0,4.3,48000.0,Petrol,5,500.0
MERCEDES,BENZ GLC 350 ,I4,1991.0,255.0,250.0,6.1,46000.0,Petrol,5,500.0
MERCEDES,BENZ GLE 53,V6,2996.0,429.0,250.0,5.2,71000.0,Petrol,5,620.0
MERCEDES,BENZ S-CLASS S 350,I4,1991.0,255.0,250.0,6.5,90000.0,Petrol,5,500.0
MERCEDES,BENZ MAYBACH S 680,V12,5980.0,630.0,250.0,4.7,200000.0,Petrol,5,1000.0
BMW,M5 CS,V8,4395.0,627.0,305.0,3,142000.0,Petrol,5,750.0
BMW,M4 GTS,I6,2993.0,493.0,305.0,3.7,133000.0,Petrol,4,600.0
BMW,M3 COMPETITION,I6,2993.0,503.0,285.0,3.5,76000.0,Petrol,5,650.0
BMW,M2 CS,I6,2993.0,444.0,280.0,4,83000.0,Petrol,4,550.0
BMW,X5 M COMPETITION,V8,4935.0,523.0,285.0,4.1,114000.0,Petrol,5,750.0
BMW,X3 M COMPETITION,I6,2993.0,503.0,285.0,4.1,69000.0,Petrol,5,650.0
BMW,M8 GRAN COUPE,V8,4395.0,523.0,305.0,3.3,146000.0,Petrol,5,750.0
BMW,M850i DRIVE COUPE,V8,4935.0,523.0,285.0,3.7,108000.0,Petrol,4,750.0
ROLLS ROYCE,DAWN BLACK BADGE VOLANTE,V12,6592.0,563.0,250.0,4.8,398000.0,Petrol,4,840.0
ROLLS ROYCE,CULLINAN BLACK BADGE SUV,V12,6749.0,563.0,250.0,5.1,381000.0,Petrol,5,850.0
ROLLS ROYCE,PHATOM TRANQUILITY,V12,6749.0,563.0,250.0,5.3,475000.0,Petrol,5,900.0
ROLLS ROYCE,GHOST ZENITH,V12,6749.0,563.0,250.0,4.9,335000.0,Petrol,5,900.0
ROLLS ROYCE,WRAITH EAGLE VIII,V12,6592.0,623.0,250.0,4.5,349000.0,Petrol,4,800.0
ROLLS ROYCE,PHATOM ORCHID,V12,6749.0,563.0,250.0,5.3,495000.0,Petrol,5,900.0
ROLLS ROYCE,GHOST AZURE,V12,6749.0,563.0,250.0,4.9,355000.0,Petrol,5,900.0
ROLLS ROYCE,WRAITH KRYPTOS,V12,6592.0,623.0,250.0,4.5,369000.0,Petrol,4,800.0
ROLLS ROYCE,DAWN SILVER BULLET,V12,6592.0,563.0,250.0,4.8,418000.0,Petrol,4,840.0
ROLLS ROYCE,CULLINAN FUX ORANGE,V12,6749.0,563.0,250.0,5.1,401000.0,Petrol,5,850.0
ROLLS ROYCE,PHANTOM CELESTIAL,V12,6749.0,563.0,250.0,5.3,515000.0,Petrol,5,900.0
ROLLS ROYCE,GHOST MYSORE,V12,6749.0,563.0,250.0,4.9,375000.0,Petrol,5,900.0
ROLLS ROYCE,WRAITH LUMINARY,V12,6592.0,623.0,250.0,4.5,389000.0,Petrol,4,800.0
ROLLS ROYCE,DAWN BLACK BADGE ADAMAS,V12,6592.0,563.0,250.0,4.8,439000.0,Petrol,4,840.0
ROLLS ROYCE,CULLINAN RED DIAMOND,V12,6749.0,563.0,250.0,5.1,421000.0,Petrol,5,850.0
AUDI,R8 V10 PLUS,V10,5204.0,610.0,330.0,3.2,194000.0,Petrol,2,560.0
AUDI,RS7 SPORTBACK,V8,3993.0,591.0,305.0,3.6,114000.0,Petrol,5,800.0
AUDI,S8,V8,3993.0,563.0,305.0,4.3,101000.0,Petrol,5,800.0
AUDI,RS6 AVANT,V8,3993.0,591.0,305.0,3.6,109000.0,Petrol,5,800.0
AUDI,S7 SPORTBACK,V8,3993.0,563.0,305.0,4.3,96000.0,Petrol,5,650.0
AUDI,A8,V6,2995.0,335.0,250.0,5.7,86000.0,Petrol,5,600.0
AUDI,S5 COUPE,V6,2995.0,349.0,250.0,4.8,64000.0,Petrol,4,500.0
AUDI,SQ5,V6,2995.0,349.0,250.0,5.4,62000.0,Petrol,5,500.0
AUDI,S4 SEDAN,V6,2995.0,349.0,250.0,4.7,59000.0,Petrol,5,500.0
AUDI,S3 SEDAN,I4,1984.0,306.0,250.0,4.8,52000.0,Petrol,5,400.0
AUDI,Q7,V6,2995.0,335.0,250.0,6.3,60000.0,Petrol,7,600.0
AUDI,Q5,I4,1984.0,248.0,240.0,6.3,43000.0,Petrol,5,500.0
AUDI,A7,V6,2995.0,335.0,250.0,5.7,68000.0,Petrol,5,600.0
AUDI,A6,V6,2995.0,335.0,250.0,5.7,58000.0,Petrol,5,600.0
AUDI,A5 COUPE,I4,1984.0,248.0,240.0,6.3,45000.0,Petrol,4,500.0
AUDI,A4,I4,1984.0,248.0,240.0,6.5,39000.0,Petrol,5,400.0
AUDI,Q3,I4,1984.0,248.0,230.0,7.3,35000.0,Petrol,5,400.0
AUDI,TT COUPE,I4,1984.0,248.0,250.0,5.3,49000.0,Petrol,2,400.0
BMW,330i,I4,1998.0,255.0,250.0,5.6,45000.0,Petrol,5,400.0
BMW,M340i XDRIVE,I6,2998.0,382.0,250.0,4.1,57000.0,Petrol,5,500.0
BMW,430i COUPE,I4,1998.0,255.0,250.0,5.8,48000.0,Petrol,4,400.0
BMW,M4 COMPETITION,I6,2993.0,503.0,290.0,3.8,81000.0,Petrol,4,650.0
BMW,530i,I4,1998.0,248.0,250.0,5.9,57000.0,Petrol,5,400.0
BMW,M550i XDRIVE,V8,4395.0,523.0,250.0,3.6,78000.0,Petrol,5,650.0
BMW,118i,I3,1499.0,136.0,213.0,8.5,32000.0,Petrol,5,220.0
BMW,128ti,I4,1998.0,261.0,250.0,6.1,42000.0,Petrol,5,400.0
BMW,M135i XDRIVE,I4,1998.0,302.0,250.0,4.8,30000.0,Petrol,5,450.0
BMW,116D,I3,1496.0,116.0,200.0,10.3,30000.0,Diesel,5,280.0
BMW,120D XDRIVE,I4,1995.0,190.0,230.0,6.9,38000.0,Diesel,5,400.0
BMW,116i,I3,1499.0,109.0,200.0,10.9,28000.0,Petrol,5,200.0
BMW,118D,I4,1995.0,150.0,216.0,8.4,34000.0,Diesel,5,380.0
BMW,120i,I4,1998.0,178.0,230.0,7.1,37000.0,Petrol,5,300.0
BMW,125i,I4,1998.0,224.0,240.0,6.1,42000.0,Petrol,5,400.0
BMW,114D,I3,1496.0,95.0,185.0,12.2,27000.0,Diesel,5,270.0
BMW,114i,I4,1598.0,102.0,195.0,11.2,26000.0,Petrol,5,200.0
BMW,125D,I4,1995.0,224.0,240.0,6.3,44000.0,Diesel,5,400.0
BMW,118i XDRIVE,I3,1499.0,136.0,211.0,8.9,34000.0,Petrol,5,250.0
BMW,116D EFFICIENTDYNAMICS,I3,1496.0,116.0,200.0,10.9,30000.0,Diesel,5,270.0
BMW,118i SPORTLINE,I3,1499.0,136.0,213.0,8.5,35000.0,Petrol,5,250.0
BMW,118i M SPORT,I3,1499.0,136.0,213.0,8.5,37000.0,Petrol,5,250.0
BMW,120i M SPORT,I4,1998.0,178.0,230.0,7.1,39000.0,Petrol,5,300.0
BMW,116i EFFICIENTDYNAMICS,I4,1598.0,109.0,195.0,10.9,29000.0,Petrol,5,200.0
BMW,116D ADVANTAGE,I3,1496.0,116.0,200.0,10.5,31000.0,Diesel,5,270.0
BMW,120D EFFICIENTDYNAMICS,I4,1995.0,163.0,225.0,7.7,39000.0,Diesel,5,400.0
BMW,118i SHADOW LINE,I3,1499.0,136.0,213.0,8.5,36000.0,Petrol,5,250.0
BMW,118D SPORT LINE,I4,1995.0,150.0,216.0,8.4,36000.0,Diesel,5,380.0
BMW,120i XDRIVE,I4,1998.0,178.0,230.0,7.2,40000.0,Petrol,5,300.0
BMW,114D SPORT LINE,I3,1496.0,95.0,185.0,12.2,28000.0,Diesel,5,270.0
BMW,118i URBAN LINE,I3,1499.0,136.0,213.0,8.5,35000.0,Petrol,5,250.0
VOLVO,XC90,I6,1969.0,247.0,200.0,6.5,60000.0,Petrol/Diesel,7,400.0
VOLVO,XC60,I6,1969.0,247.0,220.0,6.4,55000.0,Petrol/Diesel,5,400.0
VOLVO,S90,I6,1969.0,295.0,250.0,5.9,60000.0,Petrol/Diesel,5,400.0
KIA,SPORTAGE LX,I4,2480.0,187.0,200.0,8,27000.0,Petrol,5,250.0
KIA,SPORTAGE EX,I4,2480.0,187.0,200.0,8,30000.0,Petrol,5,250.0
KIA,SPORTAGE GT-LINE,I4,2480.0,187.0,200.0,8,32000.0,Petrol,5,350.0
KIA,SPORTAGE SX TURBO,I4,1998.0,240.0,210.0,6.7,36000.0,Petrol,5,400.0
KIA,SPORTAGE NIGHTFALL EDITION,I4,2480.0,187.0,200.0,8,33000.0,Petrol,5,350.0
HONDA,CIVIC TYPE R,I4,1996.0,315.0,272.0,5.7,44000.0,Petrol,5,400.0
KIA,SPORTAGE 2024(BASE MODEL),I4,2480.0,187.0,200.0,8,26000.0,Petrol,5,250.0
KIA,SPORTAGE 2024(TOP TRIM),I4,1998.0,240.0,210.0,6.7,38000.0,Petrol,5,400.0
KIA,SPORTAGE 2024(BASE AWD),I4,2480.0,187.0,200.0,8.3,29000.0,Petrol/AWD,5,250.0
KIA,SPORTAGE X-LINE,I4,2480.0,187.0,200.0,8,32500.0,Petrol,5,350.0
KIA,SPORTAGE 2024(S TRIM),I4,2480.0,187.0,200.0,8.2,28000.0,Petrol,5,250.0
HONDA,ACCORD,I4,1498.0,192.0,201.0,7.1,29400.0,Petrol,5,370.0
KIA,SPORTAGE 2024(X-PRO),I4,2480.0,187.0,200.0,8.1,36000.0,Petrol,5,400.0
KIA,SPORTAGE 2024(X-PRO PRESTIGE),I4,2480.0,187.0,200.0,8.1,38000.0,Petrol,5,400.0
KIA,SPORTAGE 2024(SX TURBO AWD),I4,1998.0,240.0,210.0,6.5,40000.0,Petrol/AWD,5,400.0
KIA  ,SPORTAGE 2024(BASE FWD),I4,2480.0,187.0,200.0,8.5,26500.0,Petrol,5,250.0
HONDA,CR-V,I4,1498.0,190.0,186.0,8.2,30000.0,Petrol/Hybrid,5,400.0
HONDA,PILOT,V6,3471.0,285.0,209.0,6.3,40000.0,Petrol,8,360.0
HONDA,CIVIC HATCHBACK,I4,1498.0,180.0,220.0,6.8,26350.0,Petrol,5,300.0
TOYOTA,CAMRY,V6,3500.0,301.0,220.0,6,27000.0,Petrol/Hybrid,5,250.0
TOYOTA,COROLLA,I4,1798.0,139.0,180.0,9.4,22500.0,Petrol/Hybrid,5,200.0
TOYOTA,PRIUS,I4,1798.0,121.0,180.0,10.5,26700.0,Hybrid,5,142.0
TOYOTA,RAV4,I4,2494.0,203.0,200.0,8.1,27100.0,Petrol/Hybrid,5,400.0
TOYOTA,HIGHLANDER,V6,3456.0,295.0,220.0,7.2,38400.0,Petrol/Hybrid,7,370.0
TOYOTA,4RUNNER ,V6,3956.0,270.0,200.0,7.5,37400.0,Petrol,5,400.0
TOYOTA,TACOMA,I4,2694.0,159.0,180.0,9.5,26400.0,Petrol,5,400.0
TOYOTA,TUNDRA,V8,5663.0,381.0,220.0,6.7,39900.0,Petrol,5,650.0
TOYOTA,AVALON,V6,3456.0,301.0,220.0,6.9,41400.0,Petrol,5,400.0
TOYOTA,MIRAI,I4,1798.0,151.0,180.0,9.2,52400.0,Hydrogen,5,335.0
TOYOTA,SIENNA,V6,2494.0,245.0,190.0,8,44150.0,Petrol/Hybrid,7,360.0
TOYOTA,VENZA,I4,2494.0,219.0,200.0,7.5,33400.0,Hybrid,5,400.0
TOYOTA,HIGHLANDER HYBRID,V6,3456.0,240.0,220.0,8.2,40400.0,Hybrid,7,350.0
TOYOTA,LAND CRUISER PRADO,V6,3956.0,282.0,200.0,7.2,49400.0,Petrol/Diesel,7,450.0
TOYOTA,TUNDRA HYBRID,V6,3456.0,344.0,220.0,6.2,43400.0,Hybrid,5,650.0
TOYOTA,YARIS,I4,1496.0,106.0,180.0,11.2,18400.0,Petrol,5,150.0
TOYOTA,C-HR,I4,1986.0,144.0,200.0,10.2,24400.0,Petrol/Hybrid,5,250.0
TOYOTA,CROWN,HYBRID,2494.0,236.0,200.0,7.6,38400.0,Hybrid,5,400.0
TOYOTA,MR2,I4,1986.0,168.0,200.0,6.9,29000.0,Petrol,2,400.0
TOYOTA,CELICA,I4,1986.0,140.0,200.0,8.5,25000.0,Petrol,5,250.0
HONDA,CITY,I4,1497.0,119.0,180.0,10.2,15400.0,Petrol/Hybrid,5,145.0
HONDA,CIVIC,I4,1996.0,158.0,200.0,8.5,20400.0,Petrol,5,400.0
HYUNDAI,I10,"1.2L,4-CYLINDER,INLINE-4(I4)",1197.0,87.0,160.0,12.2,12400.0,Petrol,5,120.0
HYUNDAI,I20,"1.4L,4-CYLINDER,INLINE-4(I4)",1396.0,99.0,180.0,10.5,15400.0,Petrol/Hybrid,5,250.0
HYUNDAI,ELANTRA,"2.0L,4-CYLINDER,INLINE-4(I4)",1999.0,147.0,200.0,9.5,18400.0,Petrol/Hybrid,5,250.0
MAHINDRA,XUV500,"2.2L,4-CYLINDER,INLINE-4(I4)",2179.0,155.0,180.0,10.5,18400.0,Diesel,7,400.0
MAHINDRA,SCORPIO,"2.2L,4-CYLINDER,INLINE-4(I4)",2179.0,140.0,160.0,11.2,16400.0,Diesel,7,280.0
MAHINDRA,THAR,"2.0L,4-CYLINDER,INLINE-4(I4)",1997.0,150.0,180.0,10.5,20400.0,Petrol/Diesel,4,320.0
MARUTI SUZUKI,SWIFT,"1.2L,4-CYLINDER,INLINE-4(I4)",1197.0,83.0,160.0,12.2,10400.0,Petrol,5,113.0
MARUTI SUZUKI,DZIRE,"1.2L,4-CYLINDER,INLINE-4(I4)",1197.0,83.0,160.0,12.2,11400.0,Petrol/Diesel,5,113.0
MARUTI SUZUKI,BREZZA,"1.5L,4-CYLINDER,INLINE(I4)",1462.0,103.0,180.0,11.5,14400.0,Petrol,5,200.0
TOYOTA,PRIUS PRIME,"2.0L,4-CYLINDER,WITH HYBRID SYSTEM",1998.0,220.0,180.0,6.7,31100.0,Plug-in Hybrid,5,220.0
TOYOTA,GR COROLLA,"1.6L,TURBOCHARGED INLINE-3",1618.0,300.0,230.0,5. 0 ,36995.0,Petrol,5,370.0
TOYOTA,LAND CRUISER 300,"3.3L,V6,TWIN TURBO DIESEL",3346.0,305.0,210.0,6.8,58500.0,Petrol/Diesel,7,650.0
TOYOTA,TUNDRA I-FORCE MAX,"3.5L,V6,HYBRID TWIN-TURBO",3445.0,437.0,180.0,6.2,56000.0,Hybrid,5,750.0
TOYOTA,COROLLA HATCHBACK XSE,"2.0L,INLINE-4",1987.0,169.0,190.0,8.2,25390.0,Petrol,5,250.0
TOYOTA,HILUX GR SPORT,"2.8L,TURBO,DIESEL",2755.0,224.0,170.0,10,50000.0,Petrol/Diesel,5,500.0
TOYOTA,FORTUNER GR SPORT,"2.8L,TURBO,DIESEL",2755.0,204.0,175.0,10.5,55000.0,Diesel/Petrol,7,500.0
TOYOTA,INNOVA HYCROSS,2.0L HYBRID,1987.0,184.0,165.0,9.5,40000.0,Hybrid,7,250.0
TOYOTA,URBAN CRUISER TAISOR,"1.5L,HYBRID",1490.0,114.0,170.0,11,25000.0,Petrol,5,130.0
TOYOTA,AYGO X,"1.0L,INLINE-3",998.0,71.0,160.0,14.8,18000.0,Petrol,4,93.0
TOYOTA,HILUX REVO ROCCO,"2.8L,TURBO,DIESEL",2755.0,204.0,175.0,10,50000.0,Diesel,5,500.0
TOYOTA,CENTURY SUV,"3.5L,V6,PLUG IN HYBRID",3456.0,406.0,200.0,6,170000.0,Petrol,5,500.0
TOYOTA,COROLLA SEDAN HYBRID,"1.8L,HYBRID",1798.0,134.0,180.0,10,24000.0,Hybrid,5,300.0
TOYOTA,GR YARIS,"1.6L,TURBOCHARGED INLINE-3",1618.0,268.0,230.0,5.5,45000.0,Petrol,4,390.0
HYUNDAI,SANTA FE,1.6L PETROL + PLUG IN HYBRID SYSTEM,1600.0,253.0,180.0,9.3,50000.0,Petrol/Hybrid,7,420.0
HYUNDAI,Santa Cruz,2.5L Turbocharged Inline-4,2500.0,281.0,215.0,6.5,40799.0,Petrol,5,400.0
HYUNDAI,Kona,1.6L PETROL ,1591.0,147.0,185.0,10. 5 ,20500.0,Petrol/EV,5,400.0
HYUNDAI,Elantra,2.0L Inline-4,2000.0,147.0,210.0,8.3,19950.0,Petrol/Hybrid,5,250.0
HYUNDAI,Tucson,2.5L Inline-4,2500.0,187.0,180.0,6.1,30500.0,Petrol/Hybrid,5,400.0
HYUNDAI,Palisade,3.8L V6,3800.0,291.0,240.0,6.3,52000.0,Petrol,7,355.0
HYUNDAI,Sonata,2.5L Inline-4,2500.0,191.0,240.0,8,25000.0,Petrol/Hybrid,5,250.0
HYUNDAI,Accent,1.6L Inline-4,1600.0,120.0,180.0,9.8,15000.0,Petrol,5,151.0
HYUNDAI,Venue,1.6L Inline-4,1600.0,121.0,180.0,9.5,18000.0,Petrol,5,240.0
HYUNDAI,Veloster,2.0L Inline-4,2000.0,275.0,220.0,6,25000.0,Petrol,4,264.0
HYUNDAI,Ioniq,1.6L Inline-4,1600.0,139.0,160.0,8.5,18000.0,Hybrid/Electric,5,295.0
HYUNDAI,Genesis,3.8L V6,3800.0,291.0,240.0,6.3,52000.0,Petrol,5,400.0
HYUNDAI,Azera,3.3L V6,3300.0,278.0,240.0,6.5,55000.0,Petrol,5,250.0
HYUNDAI,Equus,3.3L V6,3300.0,278.0,240.0,6.5,55000.0,Petrol,5,400.0
